lamp_num,generator_name,ranker,method,baseline_eu_norm,n_baseline,Q1_lo,Q1_hi,Q1_delta,Q1_n,Q1_sig,Q2_lo,Q2_hi,Q2_delta,Q2_n,Q2_sig,Q3_lo,Q3_hi,Q3_delta,Q3_n,Q3_sig,Q4_lo,Q4_hi,Q4_delta,Q4_n,Q4_sig
4,flanT5Base,bm25,pl,0.29079477818297667,827,-1e-09,0.9547539129892273,-0.004124931875011395,377,,0.9547539129892273,0.9796671199584241,-0.022721885053059332,1193,,0.9796671199584241,0.9915697161335959,-0.034277218511803875,1077,**,0.9915697161335959,1.000000001,-0.022611519839364047,661,
4,flanT5Base,bm25,mmr,0.29079477818297667,827,-1e-09,0.9547184849296675,0.021509530713035574,628,,0.9547184849296675,0.9770866036668914,0.014486644184983577,1298,,0.9770866036668914,0.9915243971549463,-0.01605921396494625,1297,,0.9915243971549463,1.000000001,0.002807410875522498,912,
4,flanT5Base,contriever,pl,0.3395872501972337,827,-1e-09,0.9547539129892273,0.027162124231792317,315,,0.9547539129892273,0.9796671199584241,-0.04175827655718878,1054,**,0.9796671199584241,0.9915697161335959,-0.055130243769466625,1100,**,0.9915697161335959,1.000000001,-0.07252223335237523,839,**
4,flanT5Base,contriever,mmr,0.3395872501972337,827,-1e-09,0.9547184849296675,0.02550352994152194,392,,0.9547184849296675,0.9770866036668914,0.03337805409592309,870,*,0.9770866036668914,0.9915243971549463,-0.01444476054276067,1285,,0.9915243971549463,1.000000001,-0.02208707073692745,1588,
5,flanT5Small,bm25,pl,0.4578611318875435,826,-1e-09,0.9547539129892273,0.0032321589478358503,575,,0.9547539129892273,0.9796671199584241,-0.031556864661541506,698,,0.9796671199584241,0.9915697161335959,0.0014796389516716357,812,,0.9915697161335959,1.000000001,-0.041387813832221454,1219,**
5,flanT5Small,bm25,mmr,0.4578611318875435,826,-1e-09,0.9547184849296675,0.02674503691557384,642,,0.9547184849296675,0.9770866036668914,-0.028741262827558678,752,,0.9770866036668914,0.9915243971549463,0.013958990388224568,802,,0.9915243971549463,1.000000001,0.03372740209017361,482,
5,flanT5Small,contriever,pl,0.4648746890625483,826,-1e-09,0.9547539129892273,0.007869203060436203,700,,0.9547539129892273,0.9796671199584241,-0.051492608604333856,743,**,0.9796671199584241,0.9915697161335959,-0.01939416880025796,755,,0.9915697161335959,1.000000001,-0.049120088300763864,1106,**
5,flanT5Small,contriever,mmr,0.4648746890625483,826,-1e-09,0.9547184849296675,-1.3129656033561421e-05,730,,0.9547184849296675,0.9770866036668914,-0.031944361934758636,841,,0.9770866036668914,0.9915243971549463,-0.0034564431932158635,682,,0.9915243971549463,1.000000001,0.011764893060089265,425,
5,flanT5Base,bm25,pl,0.5311688244650712,759,-1e-09,0.9547539129892273,-0.019646446622337832,568,,0.9547539129892273,0.9796671199584241,0.005514227510726499,787,,0.9796671199584241,0.9915697161335959,-0.0033733106620368325,780,,0.9915697161335959,1.000000001,0.012709532601262619,901,
5,flanT5Base,bm25,mmr,0.5311688244650712,759,-1e-09,0.9547184849296675,-0.028794773090067394,883,,0.9547184849296675,0.9770866036668914,0.01954024300268109,1080,,0.9770866036668914,0.9915243971549463,0.030836492095803858,1100,,0.9915243971549463,1.000000001,0.023780571831758412,732,
5,flanT5Base,contriever,pl,0.550489137884847,759,-1e-09,0.9547539129892273,-0.011921180385262908,702,,0.9547539129892273,0.9796671199584241,-0.01874608349047835,797,,0.9796671199584241,0.9915697161335959,-0.0248754216664262,691,,0.9915697161335959,1.000000001,-0.002268454410964016,846,
5,flanT5Base,contriever,mmr,0.550489137884847,759,-1e-09,0.9547184849296675,-0.02804554387984437,1010,,0.9547184849296675,0.9770866036668914,-0.016442540417413554,1186,,0.9770866036668914,0.9915243971549463,0.0320328352736764,1007,,0.9915243971549463,1.000000001,0.03117964775234905,592,
6,flanT5Small,bm25,pl,0.44198415350942005,760,-1e-09,0.9547539129892273,-0.037948867695498434,1645,*,0.9547539129892273,0.9796671199584241,-0.024287659090105995,500,,0.9796671199584241,0.9915697161335959,-0.02712006303745851,394,,0.9915697161335959,1.000000001,-0.037257892522324976,501,
6,flanT5Small,bm25,mmr,0.44198415350942005,760,-1e-09,0.9547184849296675,-0.002121601326129152,1348,,0.9547184849296675,0.9770866036668914,-0.003916388436536411,426,,0.9770866036668914,0.9915243971549463,-0.002121854465195805,291,,0.9915243971549463,1.000000001,-0.04448027439202851,415,
6,flanT5Small,contriever,pl,0.4236239482375545,760,-1e-09,0.9547539129892273,-0.04804818034668096,1749,**,0.9547539129892273,0.9796671199584241,-0.022786683981905087,524,,0.9796671199584241,0.9915697161335959,0.01720082471388079,339,,0.9915697161335959,1.000000001,0.04191698978323799,428,*
