lamp_num,granularity,cutoff,approach,baseline_eu_norm,n_baseline,generator_name,ranker,cutoff_ild_norm,selected_setting,self_membership_frac,n,delta_eu_norm,p_value,sig
1,gen_x_ranker,bottom50,approach_a,0.21739130434782608,23,flanT5Small,contriever,0.9660971250306236,pl_a8,0.7391304347826086,46,-0.0021739130434782483,0.9838797352577098,
1,gen_x_ranker,bottom50,approach_b,0.21739130434782608,23,flanT5Small,contriever,0.9660971250306236,,,161,0.013043478260869545,0.889860084023114,
1,generator_pooled,bottom25,approach_a,0.6651785714285714,448,flanT5Base,,0.950862188088125,pl_a8,0.43526785714285715,896,-0.0021205357142856096,0.9377284931211757,
1,generator_pooled,bottom25,approach_b,0.6651785714285714,448,flanT5Base,,0.950862188088125,,,1568,0.010841836734693855,0.6616445823449136,
1,generator_pooled,bottom50,approach_a,0.6651785714285714,448,flanT5Base,,0.9681604365031696,pl_a4,0.6919642857142857,896,-0.014955357142857229,0.5660392255967258,
1,generator_pooled,bottom50,approach_b,0.6651785714285714,448,flanT5Base,,0.9681604365031696,,,3137,-0.0319940001821577,0.17572673398743494,
1,generator_pooled,bottom25,approach_a,0.2391304347826087,46,flanT5Small,,0.9547540334421253,pl_a8,0.45652173913043476,92,-0.001086956521739152,0.9888591330483523,
1,generator_pooled,bottom25,approach_b,0.2391304347826087,46,flanT5Small,,0.9547540334421253,,,163,-0.03544945318751666,0.616284302440485,
1,generator_pooled,bottom50,approach_a,0.2391304347826087,46,flanT5Small,,0.9702430914157308,pl_a8,0.6847826086956522,92,-0.001086956521739152,0.9888591330483523,
1,generator_pooled,bottom50,approach_b,0.2391304347826087,46,flanT5Small,,0.9702430914157308,,,322,-0.015217391304347794,0.8215285605192932,
1,ranker_pooled,bottom25,approach_a,0.6518218623481782,247,,bm25,0.9537823833247288,pl_a8,0.4048582995951417,494,-0.00809716599190291,0.8266627662096059,
1,ranker_pooled,bottom25,approach_b,0.6518218623481782,247,,bm25,0.9537823833247288,,,865,0.0087561723339028,0.7954599743512748,
1,ranker_pooled,bottom50,approach_a,0.6518218623481782,247,,bm25,0.9692113586795503,pl_a4,0.6659919028340081,494,-0.04170040485829973,0.2425035089072632,
1,ranker_pooled,bottom50,approach_b,0.6518218623481782,247,,bm25,0.9692113586795503,,,1729,-0.03626373626373636,0.2598564885558376,
1,ranker_pooled,bottom25,approach_a,0.5991902834008097,247,,contriever,0.9495357175335364,pl_a8,0.4676113360323887,494,0.004048582995951455,0.9152354231923344,
1,ranker_pooled,bottom25,approach_b,0.5991902834008097,247,,contriever,0.9495357175335364,,,865,4.6804427689117745e-07,0.9999892767726283,
1,ranker_pooled,bottom50,approach_a,0.5991902834008097,247,,contriever,0.9674939759289867,pl_a4,0.7246963562753036,494,0.01720647773279349,0.6369129005150828,
1,ranker_pooled,bottom50,approach_b,0.5991902834008097,247,,contriever,0.9674939759289867,,,1730,-0.026646930799653634,0.42060258602698286,
2,gen_x_ranker,bottom25,approach_a,0.19313304721030042,233,flanT5Base,bm25,0.9650043276971385,pl_a8,0.37339055793991416,233,0.006008583690987168,0.8677159075817561,
2,gen_x_ranker,bottom25,approach_b,0.19313304721030042,233,flanT5Base,bm25,0.9650043276971385,,,584,-0.012311129402081261,0.6811422916777443,
2,gen_x_ranker,bottom50,approach_a,0.19313304721030042,233,flanT5Base,bm25,0.9764135647141592,pl_a8,0.6223175965665236,233,0.006008583690987168,0.8677159075817561,
2,gen_x_ranker,bottom50,approach_b,0.19313304721030042,233,flanT5Base,bm25,0.9764135647141592,,,1165,-0.022832618025751095,0.4108630240000669,
2,gen_x_ranker,bottom25,approach_a,0.22317596566523606,233,flanT5Base,contriever,0.9755974169560269,pl_a8,0.37339055793991416,233,0.020600858369098696,0.5885430777047351,
2,gen_x_ranker,bottom25,approach_b,0.22317596566523606,233,flanT5Base,contriever,0.9755974169560269,,,586,0.010953727167528432,0.7284755718324644,
2,gen_x_ranker,bottom50,approach_a,0.22317596566523606,233,flanT5Base,contriever,0.9856222596187894,pl_a4,0.6824034334763949,233,0.04635193133047205,0.1798267272632394,
2,gen_x_ranker,bottom50,approach_b,0.22317596566523606,233,flanT5Base,contriever,0.9856222596187894,,,1165,0.020944206008583655,0.4782447895372685,
2,gen_x_ranker,bottom25,approach_a,0.18110236220472442,127,flanT5Small,bm25,0.9672287751987938,mmr_l0.7,0.4305555555555556,72,-0.02832458442694663,0.6058008441221436,
2,gen_x_ranker,bottom25,approach_b,0.18110236220472442,127,flanT5Small,bm25,0.9672287751987938,,,277,-0.05474857159100602,0.16243810907200115,
2,gen_x_ranker,bottom50,approach_a,0.18110236220472442,127,flanT5Small,bm25,0.9793015361161518,mmr_l0.7,0.7083333333333334,72,-0.02832458442694663,0.6058008441221436,
2,gen_x_ranker,bottom50,approach_b,0.18110236220472442,127,flanT5Small,bm25,0.9793015361161518,,,553,-0.03860688300038445,0.29677858183194405,
2,gen_x_ranker,bottom25,approach_a,0.25196850393700787,127,flanT5Small,contriever,0.9787564545481302,mmr_l0.7,0.4166666666666667,72,-0.05752405949256342,0.34587457055889304,
2,gen_x_ranker,bottom25,approach_b,0.25196850393700787,127,flanT5Small,contriever,0.9787564545481302,,,280,-0.08696850393700786,0.04566356063036175,*
2,gen_x_ranker,bottom50,approach_a,0.25196850393700787,127,flanT5Small,contriever,0.9894015831282701,mmr_l0.7,0.7222222222222222,72,-0.05752405949256342,0.34587457055889304,
2,gen_x_ranker,bottom50,approach_b,0.25196850393700787,127,flanT5Small,contriever,0.9894015831282701,,,554,-0.0171309588106541,0.6835537119804054,
2,generator_pooled,bottom25,approach_a,0.20815450643776823,466,flanT5Base,,0.9701561880014671,pl_a8,0.37339055793991416,466,0.013304721030042904,0.6118835538340074,
2,generator_pooled,bottom25,approach_b,0.20815450643776823,466,flanT5Base,,0.9701561880014671,,,1166,0.00693983318487329,0.7507034563337317,
2,generator_pooled,bottom50,approach_a,0.20815450643776823,466,flanT5Base,,0.9810214925468106,mmr_l0.85,0.6180257510729614,466,0.004291845493562235,0.8724535232012102,
2,generator_pooled,bottom50,approach_b,0.20815450643776823,466,flanT5Base,,0.9810214925468106,,,2331,-0.0021914004746622917,0.9139122503943888,
2,generator_pooled,bottom25,approach_a,0.21653543307086615,254,flanT5Small,,0.9723356178422164,mmr_l0.7,0.4166666666666667,144,-0.04292432195975504,0.2948955138226261,
2,generator_pooled,bottom25,approach_b,0.21653543307086615,254,flanT5Small,,0.9723356178422164,,,553,-0.07892241317936524,0.0069266811675571275,**
2,generator_pooled,bottom50,approach_a,0.21653543307086615,254,flanT5Small,,0.9840496338632603,mmr_l0.7,0.6944444444444444,144,-0.04292432195975504,0.2948955138226261,
2,generator_pooled,bottom50,approach_b,0.21653543307086615,254,flanT5Small,,0.9840496338632603,,,1106,-0.035070695277014424,0.21016973119600652,
2,ranker_pooled,bottom25,approach_a,0.18888888888888888,360,,bm25,0.965720741767759,mmr_l0.7,0.3639344262295082,305,0.0012750455373406189,0.9667226939565248,
2,ranker_pooled,bottom25,approach_b,0.18888888888888888,360,,bm25,0.965720741767759,,,859,-0.02311473289354546,0.33215178323070377,
2,ranker_pooled,bottom50,approach_a,0.18888888888888888,360,,bm25,0.9770012943434729,mmr_l0.7,0.6196721311475409,305,0.0012750455373406189,0.9667226939565248,
